bures	ˈburɛs
zjem	ˈzjɛm
stand	ˈstand
ponáša	ˈpɔnaːʃa
dojebe	ˈdɔjɛbɛ
nohach	ˈnɔɦax
družbu	ˈdruʒbu
sadnu	ˈsadnu
džemuje	ˈdʒɛmujɛ
vladat	ˈvɫadat
ston	ˈstɔn
dorast	ˈdɔrast
stravenku	ˈstravɛnku
zmyslov	ˈzmislɔv
nahodu	ˈnaɦɔdu
vlakov	ˈvɫakɔv
hýb	ˈɦiːb
stupu	ˈstupu
voju	ˈvɔju
sallyina	ˈsalina
volny	ˈvɔlni
šepkandu	ˈʃɛpkandu
tebu	ˈtɛbu
sabo	ˈsabɔ
dojst	ˈdɔjst
zoro	ˈzɔrɔ
stropný	ˈstrɔpniː
dusk	ˈdusk
baňou	ˈbaɲɔu
orbu	ˈɔrbu
vlož	ˈvɫɔʒ
doručenku	ˈdɔrutʃɛnku
sambor	ˈsambɔr
špiceľ	ˈʃpitsɛʎ
ostrekovať	ˈɔstrɛkɔvaθ
frontách	ˈfrɔntaːx
dik	ˈɟik
vykročím	ˈvikrɔtʃiːm
škuľavé	ˈʃkuʎavɛː
zveličujem	ˈzvɛlitʃujɛm
hura	ˈɦura
bratr	ˈbratr
kurcinál	ˈkurtsinaːɫ
stabilným	ˈstabilniːm
labami	ˈɫabami
japnska	ˈjapnska
vykľula	ˈvikʎula
neprekážajú	ˈɲɛprɛkaːʒajuː
dialóg	ˈɟiaɫɔːɡ
kolumbovi	ˈkɔlumbɔvi
vitazom	ˈvitɑzɔm
záslužná	ˈzaːsluʒnaː
pocestní	ˈpɔtsɛstniː
paulína	ˈpauliːna
dáka	ˈdaːka
klesajúcej	ˈklɛsajuːtsɛj
crispa	ˈtsrispa
espiat	ˈɛspiat
opálenou	ˈɔpaːlɛnɔu
vincentov	ˈvintsɛntɔv
kuka	ˈkuka
krátký	ˈkraːtkiː
národnou	ˈnaːrɔdnɔu
čudlík	ˈtʃudliːk
rockujem	ˈrɔtskujɛm
pochádzajúca	ˈpɔxaːdzajuːtsa
spoločenskom	ˈspɔɫɔtʃɛnskɔm
blazon	ˈbɫazɔn
meraniami	ˈmɛraɲiami
hb	ˈɦb
bisťu	ˈbisθu
mentora	ˈmɛntɔra
orientciu	ˈɔriɛntsiu
plauta	ˈpɫauta
merá	ˈmɛraː
farmer	ˈfarmɛr
knedle	ˈkɲɛdlɛ
mertovi	ˈmɛrtɔvi
nedozvedela	ˈɲɛdɔzvɛɟɛlɑ
omeškanci	ˈɔmɛʃkantsi
vincom	ˈvintsɔm
wobec	ˈvɔbɛt
brm	ˈbrm
odprac	ˈɔdprat
nepočulo	ˈɲɛpɔtʃulɔ
bublinách	ˈbublinaːx
vzniknú	ˈvzɲiknuː
rajos	ˈrajɔs
picking	ˈpitskinɡ
krizovy	ˈkrizɔvi
bradavkami	ˈbradavkami
oscaroch	ˈɔstsarɔx
pokyny	ˈpɔkini
čávovia	ˈtʃaːvɔvia
gumova	ˈɡumɔva
vyzenieme	ˈvizɛɲiɛm
stovkami	ˈstɔvkami
whisper	ˈvispɛr
pytač	ˈpitat
harbim	ˈɦarbim
hosni	ˈɦɔsɲi
októbera	ˈɔktɔːbɛra
nespôsob	ˈɲɛspuɔsɔb
obrovskí	ˈɔbrɔvskiː
mynulú	ˈminuɫuː
robim	ˈrɔbim
jill	ˈjil
rúhať	ˈruːɦaθ
margit	ˈmarɡit
rozširovala	ˈrɔzʃirɔvalɑ
saku	ˈsaku
mutt	ˈmut
lyžiarov	ˈliʒiarɔv
sračkou	ˈsratʃkɔu
vrtochy	ˈvrtɔxi
dolezitom	ˈdɔlɛzitɔm
šialenstvom	ˈʃialɛnstvɔm
tojomstvo	ˈtɔjɔmstvɔ
kakáč	ˈkakaːt
hyah	ˈɦiaɦ
rozobrané	ˈrɔzɔbrɑnɛː
armstrong	ˈarmstrɔnɡ
tád	ˈtɑːd
mieni	ˈmiɛɲi
nezaradí	ˈɲɛzaraɟiː
balvanom	ˈbaɫvanɔm
hriešnych	ˈɦriɛʃnix
neskúšajú	ˈɲɛskuːʃajuː
okradneš	ˈɔkradɲɛʃ
križa	ˈkriʒa
casov	ˈtsasɔv
rámca	ˈraːmtsa
egyptsky	ˈɛɡiptski
bonna	ˈbɔna
burdona	ˈburdɔna
bicykly	ˈbitsikli
miners	ˈminɛrs
ryje	ˈrijɛ
základy	ˈzaːkladi
zhovárala	ˈzhɔvɑːralɑ
nehybat	ˈɲɛɦibat
zahovorím	ˈzaɦɔvɔriːm
antonom	ˈantɔnɔm
rozčuluješ	ˈrɔztʃulujɛʃ
čarovať	ˈtʃarɔvaθ
nepokradla	ˈɲɛpɔkradɫa
píliť	ˈpiːliθ
bojarmi	ˈbɔjarmi
washom	ˈvashɔm
bikos	ˈbikɔs
investuj	ˈinvɛstuj
náboženskom	ˈnaːbɔʒɛnskɔm
nature	ˈnaturɛ
kontroľujú	ˈkɔntrɔʎujuː
podbruškom	ˈpɔdbruʃkɔm
počkej	ˈpɔtʃkɛj
núka	ˈnuːka
nenarobím	ˈɲɛnarɔbiːm
foxovej	ˈfɔksɔvɛj
smozrejme	ˈsmɔzrɛjmɛ
spravim	ˈspravim
sobeckým	ˈsɔbɛtskiːm
môjim	ˈmuɔjim
zabávkať	ˈzabaːvkaθ
gruzínska	ˈɡruziːnska
zmysloch	ˈzmislɔx
hijacks	ˈɦijatsk
vylepším	ˈvilɛpʃiːm
vyhnanec	ˈvihnaɲɛt
lobovala	ˈɫɔbɔvalɑ
tropic	ˈtrɔpit
vyčerpajú	ˈvitʃɛrpajuː
aker	ˈakɛr
camera	ˈtsamɛra
podceníš	ˈpɔdtsɛɲiːʃ
napomínaš	ˈnapɔmiːnaʃ
pokrovym	ˈpɔkrɔvim
vyučko	ˈviutʃkɔ
cesna	ˈtsɛsna
zvonár	ˈzvɔnaːr
opatrovateľky	ˈɔpatrɔvaθɛʎki
osmond	ˈɔsmɔnd
peeping	ˈpɛpinɡ
callen	ˈtsalɛn
chóra	ˈxɔːra
posiluješ	ˈpɔsilujɛʃ
vyfajč	ˈvifajt
paškál	ˈpaʃkaːɫ
hobbes	ˈɦɔbɛs
národy	ˈnaːrɔdi
jobom	ˈjɔbɔm
pokonajúci	ˈpɔkɔnajuːtsi
zdovolením	ˈzdɔvɔlɛɲiːm
kopnem	ˈkɔpɲɛm
termitu	ˈtɛrmitu
sekundový	ˈsɛkundɔviː
vyznamnej	ˈviznamɲɛj
bráško	ˈbraːʃkɔ
blíska	ˈbliːska
zakrylo	ˈzakrilɔ
lemont	ˈlɛmɔnt
diet	ˈɟiɛt
odpalovacie	ˈɔdpalɔvatsiɛ
bratoch	ˈbratɔx
rybou	ˈribɔu
desili	ˈɟɛsili
bakes	ˈbakɛs
barber	ˈbarbɛr
tia	ˈtia
frázach	ˈfraːzax
zatýkali	ˈzatiːkali
murom	ˈmurɔm
štastím	ˈʃtasθiːm
čistoty	ˈtʃistɔti
maher	ˈmaɦɛr
rocny	ˈrɔtsni
wiglaf	ˈviɡlaf
keksíky	ˈkɛksiːki
radim	ˈraɟim
nevozia	ˈɲɛvɔzia
kúrie	ˈkuːriɛ
výskyt	ˈviːskit
vyvádzať	ˈvivɑːdzaθ
aktívnym	ˈaktiːvnim
mysliteľmi	ˈmisliθɛʎmi
poruč	ˈpɔrut
netúžiš	ˈɲɛtuːʒiʃ
banánmi	ˈbanaːmi
uzit	ˈuzit
neumývaj	ˈɲɛumiːvaj
overujem	ˈɔvɛrujɛm
záložnou	ˈzaːlɔʒnɔu
nivert	ˈɲivɛrt
okolitom	ˈɔkɔlitɔm
budúcoročnom	ˈbuduːtsɔrɔtʃnɔm
johnovým	ˈjɔɦnɔviːm
hybal	ˈɦibaɫ
podrobení	ˈpɔdrɔbɛɲiː
spek	ˈspɛk
výhrať	ˈviːhraθ
terasu	ˈtɛrasu
laputou	ˈɫaputɔu
surová	ˈsurɔvaː
ukláňať	ˈuklaːɲaθ
dolina	ˈdɔlina
nakúpim	ˈnakuːpim
ochraňujte	ˈɔxraɲujθɛ
osobám	ˈɔsɔbaːm
deagest	ˈdɛaɡɛst
napili	ˈnapili
dvorením	ˈdvɔrɛɲiːm
neuk	ˈɲɛuk
sprchy	ˈsprxi
kolieskovú	ˈkɔliɛskɔvuː
flops	ˈfɫɔps
patológ	ˈpatɔɫɔːɡ
afis	ˈafis
dvoják	ˈdvɔjaːk
šmahom	ˈʃmaɦɔm
poži	ˈpɔʒi
vyjadrenim	ˈvijadrɛɲim
myrna	ˈmirna
oves	ˈɔvɛs
ženúci	ˈʒɛnuːtsi
bezbožná	ˈbɛzbɔʒnaː
dukliansky	ˈduklianski
necudné	ˈɲɛtsudnɛː
tovieš	ˈtɔviɛʃ
archiv	ˈarxiv
normálneho	ˈnɔrmaːlɲɛhɔ
klientov	ˈkliɛntɔv
bacilov	ˈbatsilɔv
slow	ˈsɫɔv
ľavoboku	ˈʎavɔbɔku
nevyštím	ˈɲɛviʃθiːm
ijem	ˈijɛm
pečiatku	ˈpɛtʃiatku
karlove	ˈkarlɔvɛ
sandáloch	ˈsandaːɫɔx
poučovanie	ˈpɔutʃɔvaɲiɛ
spät	ˈspæt
nezdržoval	ˈɲɛzdrʒɔval
stačia	ˈstatʃia
odsekol	ˈɔdsɛkɔɫ
skort	ˈskɔrt
zákroky	ˈzaːkrɔki
grenada	ˈɡrɛnada
spácham	ˈspaːxam
spustit	ˈspusθit
pikové	ˈpikɔvɛː
jool	ˈjɔɫ
červeným	ˈtʃɛrvɛniːm
pomeril	ˈpɔmɛril
podvoliť	ˈpɔdvɔliθ
namiešam	ˈnamiɛʃam
žravej	ˈʒravɛj
stokou	ˈstɔkɔu
piča	ˈpitʃa
neberiš	ˈɲɛbɛriʃ
poňho	ˈpɔɲɦɔ
nalákaj	ˈnaɫaːkaj
watersovú	ˈvatɛrsɔvuː
cadmus	ˈtsadmus
pohrebnou	ˈpɔɦrɛbnɔu
woolen	ˈvɔlɛn
tuzi	ˈtuzi
búrky	ˈbuːrki
ovčom	ˈɔvtʃɔm
žiaci	ˈʒiɑtsi
rozkazujú	ˈrɔzkazujuː
pozdávajú	ˈpɔzdaːvajuː
dovernu	ˈdɔvɛrnu
pečaťou	ˈpɛtʃaθɔu
cvičil	ˈtsvitʃil
množstva	ˈmnɔʒstva
flákam	ˈfɫaːkam
púzdra	ˈpuːzdra
výčitok	ˈviːtʃitɔk
mušľami	ˈmuʃʎami
poklona	ˈpɔklɔna
múdrost	ˈmuːdrɔst
končim	ˈkɔntʃim
dozrievajú	ˈdɔzriɛvajuː
kubansky	ˈkubanski
pursang	ˈpursanɡ
policajtom	ˈpɔlitsajtɔm
šupneš	ˈʃupɲɛʃ
nazývam	ˈnaziːvam
ochabnuto	ˈɔxabnutɔ
nástup	ˈnaːstup
nevábnym	ˈɲɛvaːbnim
lamami	ˈɫamami
